machine_id,plant_location,temperature,vibration,pressure,humidity,runtime_hours,load_percentage,maintenance_history,failure_within_7days
M02285,Plant_B,81.64,1.036,42.32,60.41,1702,95.59,5,1
M02286,Plant_D,101.96,0.599,35.3,51.82,808,70.13,4,0
M02287,Plant_C,84.93,0.648,36.04,63.87,907,81.7,0,0
M02288,Plant_A,79.42,1.051,22.97,41.11,2759,71.21,2,0
M02289,Plant_A,90.75,0.976,30.55,60.04,214,71.38,5,1
M02290,Plant_A,82.11,0.488,39.14,59.49,2827,77.33,1,0
M02291,Plant_B,82.1,0.524,38.55,68.23,730,67.8,4,0
M02292,Plant_D,69.08,0.879,44.77,61.4,2366,89.64,3,0
M02293,Plant_C,82.34,0.763,34.04,63.89,296,81.68,3,0
M02294,Plant_D,90.35,0.362,23.9,67.14,500,84.49,4,0
M02295,Plant_D,71.64,0.51,43.45,60.25,2896,61.55,0,0
M02296,Plant_D,94.24,1.1,46.49,48.7,2828,98.48,0,1
M02297,Plant_A,79.08,0.888,42.19,66.09,2139,83.01,0,0
M02298,Plant_C,71.12,1.186,33.69,62.43,175,59.86,3,0
M02299,Plant_C,89.98,0.967,43.36,52.73,1549,87.52,3,1
M02300,Plant_D,77.13,1.142,62.43,61.32,386,58.69,1,0
M02301,Plant_A,87.6,0.416,35.92,66.03,1668,53.17,0,0
M02302,Plant_A,77.08,0.971,24.51,69.27,1422,76.38,3,0
M02303,Plant_C,79.4,0.22,30.31,68.57,960,77.68,3,0
M02304,Plant_A,84.94,0.871,40.0,49.76,841,59.45,0,0
M02305,Plant_A,82.91,0.669,22.16,52.65,1830,67.42,0,0
M02306,Plant_A,60.04,0.547,36.36,43.29,2441,97.29,3,0
M02307,Plant_B,68.79,1.062,38.04,47.43,908,64.25,5,0
M02308,Plant_D,89.29,1.054,47.28,66.47,2059,57.78,4,0
M02309,Plant_C,78.68,0.222,45.48,50.83,513,99.63,3,0
M02310,Plant_C,74.76,0.81,41.92,58.62,530,65.12,1,0
M02311,Plant_B,66.41,0.568,17.7,59.98,1913,84.01,2,0
M02312,Plant_D,69.2,0.616,42.37,63.45,1353,61.58,5,0
M02313,Plant_C,59.78,1.032,40.64,45.48,2018,77.51,0,1
M02314,Plant_A,78.99,0.51,37.05,49.14,2318,69.31,1,0
M02315,Plant_C,74.02,1.143,21.16,53.45,1440,98.08,4,0
M02316,Plant_A,70.33,0.38,28.79,50.95,643,71.64,2,0
M02317,Plant_B,79.32,0.863,25.67,69.49,1614,79.21,5,1
M02318,Plant_A,83.64,0.872,18.88,65.05,1511,97.24,3,0
M02319,Plant_C,100.93,0.452,34.98,54.39,171,99.46,0,0
M02320,Plant_C,64.88,0.525,28.62,66.38,1122,55.08,3,0
M02321,Plant_C,91.59,1.035,56.0,50.43,631,91.72,1,0
M02322,Plant_B,89.73,0.962,33.65,63.57,2386,69.11,0,0
M02323,Plant_B,72.21,0.529,45.35,46.71,2858,79.74,3,0
M02324,Plant_D,82.03,0.734,22.45,63.17,676,68.75,0,0
M02325,Plant_C,75.42,0.262,30.76,53.69,1212,70.06,1,0
M02326,Plant_A,81.86,0.409,35.78,43.22,2045,57.94,3,0
M02327,Plant_B,95.09,0.686,27.73,48.2,812,78.64,2,0
M02328,Plant_C,86.06,0.286,31.62,52.07,1658,77.34,4,0
M02329,Plant_C,85.09,1.043,33.26,62.48,741,59.47,3,0
M02330,Plant_B,75.7,0.918,33.13,42.19,2737,77.09,0,0
M02331,Plant_D,65.16,1.144,49.84,59.79,2337,98.66,5,1
M02332,Plant_B,77.92,0.893,38.03,61.48,911,85.72,3,0
M02333,Plant_B,92.07,1.14,38.84,59.62,1114,74.05,0,0
M02334,Plant_A,64.73,0.755,39.32,62.82,2772,95.8,5,0
M02335,Plant_A,69.45,0.8,39.9,45.35,1462,78.77,1,0
M02336,Plant_D,81.26,1.177,34.34,57.61,2121,56.75,5,0
M02337,Plant_C,70.15,0.842,32.43,68.23,2776,77.38,4,0
M02338,Plant_B,72.07,0.231,36.33,58.32,1640,59.05,0,0
M02339,Plant_D,75.76,0.924,44.25,58.34,1961,88.38,3,1
M02340,Plant_A,66.34,1.105,44.01,62.09,883,98.36,5,1
M02341,Plant_B,70.26,0.996,33.08,50.0,770,68.04,1,0
M02342,Plant_C,87.03,0.784,41.14,61.01,2869,71.75,5,0
M02343,Plant_A,66.93,0.871,33.44,67.49,2673,71.07,2,0
M02344,Plant_A,64.02,1.19,35.27,40.33,2684,64.26,3,0
M02345,Plant_A,73.7,0.291,31.21,66.1,946,89.71,4,0
M02346,Plant_D,87.32,0.867,33.55,46.56,1341,80.89,1,0
M02347,Plant_C,78.03,0.483,45.73,53.68,1377,53.2,3,0
M02348,Plant_B,75.35,0.84,35.74,65.57,1484,91.94,0,0
M02349,Plant_D,80.44,0.808,36.08,64.72,1864,59.35,0,0
M02350,Plant_D,62.54,0.353,23.42,66.76,277,98.96,0,0
M02351,Plant_D,84.95,0.407,32.53,68.21,375,68.83,3,0
M02352,Plant_A,83.83,0.822,33.07,53.41,2459,80.82,4,0
M02353,Plant_C,75.91,0.328,28.37,59.69,1765,53.89,0,0
M02354,Plant_D,90.06,0.465,35.17,51.71,890,67.23,3,0
M02355,Plant_B,68.73,1.035,31.57,50.52,1776,90.12,3,1
M02356,Plant_C,91.28,0.527,35.64,52.95,1524,73.86,4,0
M02357,Plant_B,81.54,0.688,35.97,62.29,1340,95.23,1,0
M02358,Plant_C,76.63,1.141,27.35,55.04,2845,78.76,1,0
M02359,Plant_B,79.8,0.427,31.81,64.42,126,96.43,3,0
M02360,Plant_A,78.93,0.59,35.62,62.36,2569,99.13,1,0
M02361,Plant_D,92.2,0.806,44.47,40.61,2648,72.69,2,0
M02362,Plant_B,69.23,0.955,37.05,58.91,2472,78.26,4,0
M02363,Plant_C,72.37,1.102,29.7,53.1,1447,91.75,3,0
M02364,Plant_D,90.36,1.115,38.19,53.7,1690,61.08,1,1
M02365,Plant_D,74.04,0.977,48.66,64.55,1826,93.08,5,0
M02366,Plant_C,89.01,0.428,42.33,56.43,384,79.6,1,0
M02367,Plant_B,96.99,0.225,39.38,66.57,1212,86.28,4,0
M02368,Plant_A,75.98,0.584,40.8,61.38,1168,53.99,5,0
M02369,Plant_A,86.81,0.342,46.52,56.59,2645,88.31,0,1
M02370,Plant_B,68.46,0.91,43.61,62.64,1011,65.54,1,0
M02371,Plant_D,87.55,0.861,39.53,41.15,1914,90.26,5,0
M02372,Plant_D,81.99,0.244,43.55,40.81,2292,75.46,4,0
M02373,Plant_D,84.73,1.037,26.35,42.5,181,63.73,5,0
M02374,Plant_D,73.54,0.449,22.98,53.13,1079,97.64,0,0
M02375,Plant_B,63.39,0.632,36.26,47.06,1290,88.25,5,0
M02376,Plant_D,85.03,0.868,35.55,69.53,1872,99.28,3,0
M02377,Plant_C,59.37,0.629,30.65,56.27,1925,68.22,0,0
M02378,Plant_D,76.83,0.641,41.61,59.87,2635,82.46,1,0
M02379,Plant_A,89.41,0.266,20.1,48.36,1873,80.58,3,1
M02380,Plant_D,81.92,0.601,30.72,49.65,1433,84.38,3,1
M02381,Plant_B,99.48,0.965,31.12,50.06,2107,51.92,0,0
M02382,Plant_A,90.25,1.115,21.91,60.96,181,64.59,3,0
M02383,Plant_B,73.46,0.613,46.96,54.21,193,95.47,0,0
M02384,Plant_B,80.27,0.624,24.13,55.53,1444,71.19,0,0
M02385,Plant_A,79.53,0.903,30.29,57.76,442,98.03,5,1
M02386,Plant_B,64.18,1.143,42.26,63.06,2944,60.68,0,0
M02387,Plant_B,70.6,0.467,40.17,42.71,2508,99.87,4,1
M02388,Plant_D,74.39,0.64,26.13,63.31,1954,84.88,1,0
M02389,Plant_C,59.64,0.996,40.46,56.9,1189,88.82,3,0
M02390,Plant_B,80.47,0.81,37.32,60.07,723,69.84,2,0
M02391,Plant_B,77.51,0.311,53.66,49.83,967,95.35,5,0
M02392,Plant_B,63.27,0.828,38.23,52.28,2576,77.27,1,0
M02393,Plant_D,84.04,0.387,33.87,46.93,270,84.05,2,0
M02394,Plant_C,87.16,0.71,28.15,69.38,1882,54.74,0,1
M02395,Plant_A,82.27,0.729,29.05,54.91,677,81.58,3,0
M02396,Plant_D,76.76,1.076,28.39,69.88,167,93.95,5,1
M02397,Plant_D,85.91,0.662,45.97,54.69,1615,58.91,1,0
M02398,Plant_C,86.8,0.479,35.14,46.59,1157,86.89,2,1
M02399,Plant_C,83.07,0.431,39.52,55.22,100,51.27,2,0
M02400,Plant_D,71.75,1.074,47.11,41.19,2298,96.31,2,1
M02401,Plant_A,82.77,0.371,16.13,67.14,1001,99.15,1,0
M02402,Plant_D,91.95,0.626,45.23,64.56,1907,67.71,4,0
M02403,Plant_C,74.03,0.387,35.44,61.77,2405,55.35,0,0
M02404,Plant_A,100.98,0.973,38.48,58.29,849,82.93,3,0
M02405,Plant_C,74.74,0.674,28.37,57.4,2775,51.49,2,0
M02406,Plant_A,80.32,0.551,28.96,69.9,894,74.12,5,0
M02407,Plant_B,73.28,0.561,38.91,48.34,2166,63.59,1,0
M02408,Plant_C,82.23,1.052,54.08,63.39,1919,73.67,5,0
M02409,Plant_C,62.58,0.754,43.03,57.44,2182,50.91,2,0
M02410,Plant_D,74.54,0.918,45.12,69.28,470,52.58,1,0
M02411,Plant_C,69.08,1.097,33.46,64.83,2638,50.8,5,0
M02412,Plant_C,81.35,1.102,30.2,69.96,2964,80.96,4,0
M02413,Plant_B,89.94,0.529,28.75,57.65,2154,78.0,2,0
M02414,Plant_C,86.46,1.152,31.09,46.14,2696,61.66,2,0
M02415,Plant_B,56.28,0.225,18.58,55.11,470,82.33,3,0
M02416,Plant_B,100.42,0.577,29.2,61.33,1788,94.21,1,1
M02417,Plant_B,82.95,1.096,30.52,63.23,856,63.87,1,0
M02418,Plant_B,72.24,0.475,33.6,40.02,1238,91.6,4,0
M02419,Plant_A,81.57,0.473,36.05,55.15,1460,83.13,2,0
M02420,Plant_D,81.76,0.503,37.9,47.06,2721,51.69,3,0
M02421,Plant_A,73.33,0.812,34.88,66.25,2828,68.76,5,1
M02422,Plant_C,81.98,0.638,30.35,44.59,1265,75.39,0,0
M02423,Plant_A,73.93,0.927,19.29,59.99,1608,86.58,3,0
M02424,Plant_A,75.96,1.095,30.4,47.98,1561,64.36,5,0
M02425,Plant_C,73.14,0.874,27.22,50.7,2235,99.14,3,0
M02426,Plant_C,65.67,0.404,38.73,68.22,562,84.23,5,0
M02427,Plant_C,81.46,1.133,42.27,47.21,580,68.64,3,0
M02428,Plant_A,85.85,0.464,42.51,42.85,922,54.85,3,0
M02429,Plant_A,85.15,0.35,41.06,42.08,623,59.07,2,0
M02430,Plant_C,88.2,0.29,33.93,55.14,2358,74.38,3,0
M02431,Plant_D,83.24,0.763,30.82,59.25,343,74.73,5,0
M02432,Plant_D,74.67,0.314,29.02,49.82,338,88.39,5,0
M02433,Plant_B,88.4,0.339,22.94,60.71,1320,86.31,1,0
M02434,Plant_C,66.42,0.5,42.93,41.83,868,60.06,5,1
M02435,Plant_B,70.99,0.482,33.6,65.72,334,79.75,1,0
M02436,Plant_D,70.36,0.804,25.03,64.5,2334,51.03,5,0
M02437,Plant_B,90.8,1.017,28.39,69.56,2860,69.93,3,0
M02438,Plant_C,89.43,0.961,28.06,68.1,596,88.21,5,0
M02439,Plant_C,84.87,0.462,35.34,50.69,1619,69.98,1,0
M02440,Plant_C,90.72,0.445,43.54,51.98,2003,91.78,2,0
M02441,Plant_A,71.21,1.166,32.22,62.38,2334,98.81,0,0
M02442,Plant_B,83.49,0.208,16.98,44.02,1734,80.36,3,0
M02443,Plant_D,78.75,1.08,33.49,49.42,1035,57.25,5,0
M02444,Plant_D,88.47,0.4,33.75,43.56,1368,68.98,1,0
M02445,Plant_D,78.85,1.147,33.2,53.65,2460,50.47,1,0
M02446,Plant_A,76.15,0.542,29.98,56.56,918,80.14,2,1
M02447,Plant_A,85.41,0.64,36.74,46.33,121,91.08,5,0
M02448,Plant_C,88.76,0.907,35.53,40.8,2215,81.5,2,0
M02449,Plant_D,73.32,0.788,34.8,61.58,2539,89.3,0,1
M02450,Plant_A,79.39,0.518,38.3,40.6,1188,90.0,5,0
M02451,Plant_C,69.42,0.754,31.56,69.2,1927,92.55,4,0
M02452,Plant_D,55.02,0.931,31.11,46.65,2090,63.33,4,0
M02453,Plant_B,82.0,0.242,46.04,59.92,828,93.56,5,0
M02454,Plant_C,86.09,0.211,39.47,53.04,2688,82.7,4,0
M02455,Plant_A,82.62,0.658,41.62,41.79,2715,64.49,0,0
M02456,Plant_A,60.5,0.332,44.81,54.17,1973,99.36,3,0
M02457,Plant_C,76.49,0.864,39.21,55.5,311,97.51,4,0
M02458,Plant_C,57.82,0.414,42.43,65.64,1873,78.72,4,0
M02459,Plant_A,93.7,0.633,22.37,61.97,299,92.16,5,0
M02460,Plant_B,69.14,0.398,36.63,42.38,1086,63.07,1,0
M02461,Plant_D,92.55,0.748,33.54,46.27,277,70.8,1,0
M02462,Plant_B,89.46,0.316,48.42,49.36,1546,59.2,3,0
M02463,Plant_C,70.99,0.223,42.42,43.49,1030,76.01,5,0
M02464,Plant_B,68.67,0.251,29.96,53.71,2136,74.8,2,0
M02465,Plant_A,83.5,1.154,37.98,69.53,1585,60.64,0,0
M02466,Plant_C,71.56,0.342,36.34,55.44,2191,83.64,4,1
M02467,Plant_D,81.02,0.908,38.63,62.26,1554,55.89,5,0
M02468,Plant_A,75.17,0.268,26.85,60.49,267,53.08,5,0
M02469,Plant_A,62.19,0.308,37.88,65.5,2434,69.25,0,0
M02470,Plant_D,57.7,0.709,33.17,46.47,2856,70.49,1,0
M02471,Plant_D,82.27,0.665,37.26,62.61,2484,65.99,0,0
M02472,Plant_B,74.38,1.152,29.2,66.44,685,62.9,1,0
M02473,Plant_C,74.47,1.145,30.32,45.15,2015,66.94,0,0
M02474,Plant_D,86.96,0.98,44.39,50.4,2330,58.17,1,0
M02475,Plant_D,91.73,0.802,26.59,69.1,115,70.17,0,0
M02476,Plant_C,77.27,0.655,27.18,63.42,1703,95.23,4,0
M02477,Plant_D,76.59,0.556,34.59,48.48,936,61.22,4,0
M02478,Plant_D,85.0,1.147,28.82,56.92,2257,84.22,3,1
M02479,Plant_B,66.43,0.803,27.92,52.13,1676,57.09,0,0
M02480,Plant_A,82.23,0.779,35.84,54.7,405,67.7,2,0
M02481,Plant_A,85.52,0.432,22.96,50.65,2153,66.06,3,0
M02482,Plant_A,86.8,0.247,26.94,48.38,2990,96.85,0,0
M02483,Plant_A,60.63,1.145,51.43,60.24,1816,71.4,2,0
M02484,Plant_D,72.39,0.514,38.68,63.36,460,84.52,4,0
M02485,Plant_C,71.22,0.643,29.03,66.22,1308,80.12,4,0
M02486,Plant_C,81.0,0.315,38.35,44.66,1958,57.05,5,0
M02487,Plant_B,84.81,1.037,39.54,64.69,2803,96.98,4,1
M02488,Plant_B,94.97,0.228,42.96,47.64,2071,67.29,5,0
M02489,Plant_D,75.05,1.034,33.98,52.82,1223,52.24,2,0
M02490,Plant_C,75.02,0.34,42.81,67.04,1213,65.02,1,1
M02491,Plant_C,91.5,1.087,18.69,53.64,1083,66.78,0,1
M02492,Plant_A,82.97,0.93,26.55,45.91,1369,54.64,3,1
M02493,Plant_D,92.68,0.365,36.31,44.8,2871,81.0,5,1
M02494,Plant_D,82.89,0.766,37.64,54.19,2262,67.34,3,0
M02495,Plant_A,68.43,0.513,27.71,62.88,2423,81.46,4,0
M02496,Plant_D,66.67,0.378,37.08,69.92,2227,50.34,1,0
M02497,Plant_D,64.48,1.059,30.01,63.62,278,99.1,5,1
M02498,Plant_B,86.62,0.604,32.78,66.31,660,58.53,0,0
M02499,Plant_C,91.89,0.599,43.2,62.43,2656,82.97,5,0
M02500,Plant_D,98.49,0.37,42.27,66.86,2407,85.79,0,0
M02501,Plant_B,88.43,0.583,27.02,42.29,1909,58.58,3,0
M02502,Plant_C,91.63,1.072,26.54,67.9,391,55.59,3,0
M02503,Plant_A,74.2,0.563,31.71,51.89,390,57.63,3,0
M02504,Plant_B,68.44,1.152,34.79,67.65,641,62.34,0,0
M02505,Plant_B,88.5,1.146,29.74,42.27,2009,58.41,5,1
M02506,Plant_C,84.18,0.345,43.33,61.46,2911,83.7,3,0
M02507,Plant_A,81.07,0.377,37.78,62.07,693,71.04,0,0
M02508,Plant_B,83.87,1.063,38.25,69.91,1528,76.89,4,0
M02509,Plant_D,83.23,0.593,24.87,63.07,1047,52.37,5,0
M02510,Plant_D,92.84,0.204,44.34,51.48,2627,93.06,5,0
M02511,Plant_D,92.95,0.474,12.44,56.72,1448,58.53,5,0
M02512,Plant_A,85.44,0.798,41.67,51.0,480,68.01,1,1
M02513,Plant_B,88.46,0.999,42.47,45.88,1804,53.6,3,0
M02514,Plant_D,85.14,0.333,31.54,47.46,409,56.84,0,0
M02515,Plant_A,75.39,0.311,45.18,46.66,1793,83.29,4,1
M02516,Plant_D,87.57,1.122,34.5,56.46,1598,84.63,2,1
M02517,Plant_C,66.06,0.951,35.5,67.18,2994,83.85,4,0
M02518,Plant_B,90.54,0.79,37.72,67.38,2572,77.61,1,0
M02519,Plant_B,68.05,0.969,60.49,41.64,1265,97.63,4,1
M02520,Plant_A,82.86,0.629,45.76,42.4,760,75.36,3,0
M02521,Plant_A,71.55,0.958,40.61,47.35,2373,72.47,3,0
M02522,Plant_B,85.53,0.572,27.7,47.65,1597,62.38,2,0
M02523,Plant_D,79.66,0.444,36.15,42.85,2172,54.94,5,0
M02524,Plant_D,64.05,0.929,28.5,51.65,2242,77.41,0,0
M02525,Plant_C,84.21,0.62,41.58,57.63,2655,65.74,4,0
M02526,Plant_D,74.22,1.181,36.12,57.34,664,76.2,2,1
M02527,Plant_A,88.81,0.549,26.0,56.3,1705,60.31,3,0
M02528,Plant_A,80.01,1.122,35.65,50.16,1299,91.91,5,0
M02529,Plant_D,83.95,1.133,28.2,61.19,743,99.98,0,0
M02530,Plant_A,70.42,0.442,36.21,64.79,1531,66.12,0,0
M02531,Plant_B,74.11,0.998,28.13,50.39,2637,92.12,1,0
M02532,Plant_B,75.41,0.633,35.22,42.57,2050,93.65,5,0
M02533,Plant_D,88.57,1.118,41.0,48.89,558,99.8,3,1
M02534,Plant_B,96.77,0.65,34.58,44.12,437,67.14,0,1
M02535,Plant_B,71.95,0.944,31.87,54.02,1454,87.8,1,0
M02536,Plant_C,90.77,0.667,36.63,44.68,2113,61.44,1,0
M02537,Plant_C,58.3,0.428,40.58,53.89,444,81.24,3,0
M02538,Plant_B,68.06,0.399,26.14,46.63,675,85.24,0,0
M02539,Plant_D,70.41,0.625,37.09,62.16,1670,87.06,5,0
M02540,Plant_C,66.47,0.955,45.54,40.83,1647,60.36,0,0
M02541,Plant_A,64.16,0.805,39.59,56.64,1042,92.44,4,0
M02542,Plant_A,84.13,0.889,35.46,45.08,445,71.05,0,0
M02543,Plant_A,77.86,0.482,40.12,40.03,424,60.82,1,0
M02544,Plant_D,83.79,0.681,38.62,66.08,2614,77.13,2,0
M02545,Plant_B,86.9,0.244,41.03,60.15,2238,93.17,3,0
M02546,Plant_A,82.66,1.018,18.81,42.97,393,98.35,2,1
M02547,Plant_D,86.58,1.19,22.57,59.92,623,87.41,0,0
M02548,Plant_C,79.3,0.607,43.04,58.35,2997,50.28,5,0
M02549,Plant_B,68.13,0.211,22.96,54.2,358,56.74,5,0
M02550,Plant_C,90.58,0.37,38.21,52.58,1210,53.81,1,0
M02551,Plant_D,74.11,0.853,32.18,66.61,1617,55.06,2,0
M02552,Plant_A,70.64,0.812,27.03,47.35,2333,69.15,3,0
M02553,Plant_A,78.22,0.988,37.8,51.95,2491,66.92,4,0
M02554,Plant_D,70.87,0.454,36.61,49.87,920,55.68,2,0
M02555,Plant_A,75.83,0.964,51.88,63.14,1992,94.11,5,1
M02556,Plant_B,83.44,0.888,30.0,67.49,2888,80.77,4,0
M02557,Plant_D,83.48,0.523,46.52,65.49,1639,89.82,5,1
M02558,Plant_C,71.02,0.745,37.82,63.93,668,68.58,0,0
M02559,Plant_D,75.12,0.347,29.71,69.6,608,70.51,0,0
M02560,Plant_B,90.74,0.653,41.39,60.91,1663,65.88,3,0
M02561,Plant_B,84.96,1.081,39.53,62.53,2163,71.92,4,1
M02562,Plant_D,100.75,0.621,35.29,69.48,624,80.52,4,0
M02563,Plant_D,91.8,1.04,37.13,40.21,2347,74.65,3,0
M02564,Plant_A,91.44,0.79,30.22,59.02,1307,91.9,5,0
M02565,Plant_B,66.12,0.392,28.39,62.17,408,95.01,2,0
M02566,Plant_D,87.64,0.781,41.08,67.53,1939,73.48,3,0
M02567,Plant_D,79.47,0.706,33.21,66.52,1483,61.99,0,0
M02568,Plant_B,74.49,0.599,34.36,65.26,2406,97.26,4,0
M02569,Plant_D,81.68,0.32,37.24,68.37,2042,86.75,1,1
M02570,Plant_A,89.45,0.617,37.12,56.12,1280,82.01,5,0
M02571,Plant_B,85.01,0.273,23.57,40.21,2572,87.27,1,0
M02572,Plant_A,71.22,0.299,45.29,40.33,2926,53.8,0,0
M02573,Plant_A,87.42,0.616,35.97,56.34,1144,53.38,4,0
M02574,Plant_A,73.62,0.505,33.38,53.06,2786,57.66,4,1
M02575,Plant_A,82.17,1.126,38.45,53.54,1111,57.37,3,0
M02576,Plant_B,76.97,0.576,36.89,52.01,449,71.03,2,0
M02577,Plant_A,77.81,0.958,41.14,67.53,1060,57.87,3,0
M02578,Plant_A,87.66,0.73,39.3,50.78,537,92.73,1,0
M02579,Plant_D,69.6,0.904,40.74,65.69,555,78.9,4,0
M02580,Plant_B,99.45,0.46,45.81,67.09,2771,68.41,2,1
M02581,Plant_B,61.79,1.142,42.07,54.99,1669,53.48,3,0
M02582,Plant_C,74.02,0.73,33.72,53.41,1203,79.55,2,1
M02583,Plant_B,83.7,1.031,26.02,62.83,1575,55.83,5,1
M02584,Plant_B,85.84,0.565,48.34,61.24,1718,87.16,5,0
M02585,Plant_C,79.0,0.3,33.1,49.86,1612,90.14,1,0
M02586,Plant_B,79.43,0.874,31.22,43.08,742,77.2,2,0
M02587,Plant_B,84.11,0.208,21.11,47.95,491,57.48,5,0
M02588,Plant_B,77.69,0.675,37.71,43.93,2721,89.34,4,0
M02589,Plant_B,93.93,0.393,36.19,48.84,2180,65.39,5,0
M02590,Plant_C,88.39,0.827,22.88,47.85,1020,61.13,2,0
M02591,Plant_B,88.73,1.179,38.63,59.13,1723,73.53,2,0
M02592,Plant_B,70.34,0.664,31.01,68.63,2045,96.13,3,1
M02593,Plant_C,79.21,1.017,56.52,60.57,2557,64.87,2,0
M02594,Plant_D,77.0,0.708,30.45,67.8,1214,95.28,2,0
M02595,Plant_A,69.94,0.696,31.52,63.52,512,52.68,1,0
M02596,Plant_D,83.6,1.13,28.0,61.84,2446,54.18,2,0
M02597,Plant_C,74.62,1.09,45.22,52.42,1888,84.93,3,1
M02598,Plant_A,86.55,0.986,32.02,49.74,2220,59.53,3,0
M02599,Plant_C,69.3,0.496,29.2,65.39,360,65.83,4,0
M02600,Plant_C,97.19,0.745,40.66,67.16,2837,56.82,5,1
M02601,Plant_B,71.04,0.424,23.96,53.56,2113,66.61,1,0
M02602,Plant_A,82.19,0.644,40.0,40.27,1435,64.02,0,0
M02603,Plant_B,87.92,0.684,49.25,63.78,1058,86.82,4,0
M02604,Plant_A,74.29,1.032,39.53,48.55,1948,85.1,2,0
M02605,Plant_C,88.52,1.096,40.1,40.3,2138,97.75,5,1
M02606,Plant_C,67.71,0.615,41.96,64.15,2879,86.22,1,0
M02607,Plant_D,94.52,0.218,48.68,55.52,2832,84.74,4,0
M02608,Plant_A,80.14,1.062,44.68,60.56,1288,84.71,3,0
M02609,Plant_B,74.04,0.374,38.52,67.44,2987,94.15,1,0
M02610,Plant_D,77.01,0.822,42.23,56.24,434,64.81,1,0
M02611,Plant_D,88.09,0.225,27.91,55.1,2879,65.0,2,0
M02612,Plant_D,74.16,0.6,41.21,48.72,903,87.06,1,0
M02613,Plant_B,72.51,1.186,26.96,49.16,2537,61.44,5,0
M02614,Plant_D,77.78,0.301,32.06,63.9,2907,95.6,5,0
M02615,Plant_B,68.23,0.624,10.34,53.47,1071,76.74,1,0
M02616,Plant_D,98.21,0.507,38.21,44.91,1194,65.01,0,0
M02617,Plant_B,74.34,1.105,29.85,42.84,1040,88.8,2,0
M02618,Plant_C,88.32,1.069,43.89,54.19,1002,65.62,1,0
M02619,Plant_C,82.09,0.438,38.12,53.95,1368,98.16,1,0
M02620,Plant_C,70.15,0.281,43.99,59.6,123,99.15,0,0
M02621,Plant_C,79.94,0.827,26.33,54.13,656,83.34,0,0
M02622,Plant_C,87.84,0.536,43.31,44.3,2848,55.68,3,0
M02623,Plant_D,78.12,0.872,51.85,55.23,2550,63.16,2,0
M02624,Plant_D,91.93,0.232,41.11,67.2,1496,75.77,0,0
M02625,Plant_D,90.22,0.333,41.32,44.78,2588,92.57,1,0
M02626,Plant_B,89.19,0.886,36.36,60.69,1976,59.24,0,0
M02627,Plant_B,75.4,0.412,30.8,57.82,1857,55.22,4,0
M02628,Plant_B,69.2,1.058,41.09,62.46,981,53.72,3,1
M02629,Plant_B,73.86,0.259,22.95,44.52,1978,75.35,3,0
M02630,Plant_C,81.96,0.415,31.66,68.25,1342,94.24,5,0
M02631,Plant_C,85.46,1.199,20.83,58.63,2632,52.12,2,1
M02632,Plant_C,58.28,0.633,29.37,65.41,1341,60.62,3,0
M02633,Plant_A,79.92,0.903,40.14,47.4,2178,84.66,2,0
M02634,Plant_D,81.58,0.383,39.04,62.18,2469,91.29,4,0
M02635,Plant_B,77.22,0.81,35.41,63.43,1373,90.37,5,1
M02636,Plant_B,92.91,0.926,36.36,51.92,665,89.25,1,0
M02637,Plant_C,84.22,0.514,19.91,51.52,2157,56.49,4,0
M02638,Plant_B,93.1,1.029,32.02,59.73,777,69.86,2,0
M02639,Plant_B,77.84,0.803,29.55,42.8,950,99.24,2,1
M02640,Plant_D,89.37,0.589,29.73,62.07,384,99.44,2,0
M02641,Plant_C,96.35,0.758,39.8,41.29,2300,80.12,1,0
M02642,Plant_D,93.12,0.777,28.12,45.72,1652,85.46,5,0
M02643,Plant_A,69.08,0.366,30.16,59.92,470,97.56,5,0
M02644,Plant_A,77.46,0.603,18.3,42.95,2448,72.5,2,0
M02645,Plant_A,76.55,0.543,32.65,69.16,1940,56.84,4,0
M02646,Plant_C,84.89,0.601,26.3,66.05,1978,83.45,5,0
M02647,Plant_B,86.86,0.961,35.63,58.79,2293,98.01,1,0
M02648,Plant_C,71.61,0.683,27.39,64.57,1710,84.86,4,0
M02649,Plant_C,80.68,1.14,35.84,66.63,2849,90.17,1,0
M02650,Plant_B,59.8,0.494,33.84,47.78,240,71.14,2,0
M02651,Plant_D,94.42,0.616,48.38,65.48,2231,54.82,5,0
M02652,Plant_A,74.88,0.987,38.98,45.84,1229,58.44,1,1
M02653,Plant_D,80.56,0.746,20.28,52.4,1727,99.13,0,1
M02654,Plant_A,76.9,0.747,24.88,56.75,1478,74.66,4,0
M02655,Plant_C,91.46,0.253,35.44,61.42,2168,50.6,0,0
M02656,Plant_A,51.62,0.599,27.56,40.9,1344,97.77,0,0
M02657,Plant_C,79.83,0.471,11.25,48.72,1210,74.89,2,0
M02658,Plant_D,78.94,1.199,45.8,58.26,1815,91.81,2,0
M02659,Plant_C,75.46,0.508,40.76,50.72,552,77.42,0,0
M02660,Plant_D,97.26,1.084,39.17,63.25,441,55.09,1,0
M02661,Plant_B,71.13,0.876,30.14,59.55,492,80.78,2,0
M02662,Plant_B,87.72,0.541,38.42,47.03,1475,99.87,4,1
M02663,Plant_B,83.56,0.744,29.37,44.38,1369,51.74,0,0
